date,state,fips,cases,deaths,d_cases,d_deaths
2020-05-01,Iowa,19,7883,170,738.0,8.0
2020-05-01,Kansas,20,4510,136,205.0,3.0
2020-05-01,Kentucky,21,4879,248,171.0,8.0
2020-05-01,Louisiana,22,28754,1970,710.0,65.0
2020-05-01,Maine,23,1123,55,28.0,2.0
2020-05-01,Maryland,24,23566,1192,1741.0,53.0
2020-05-01,Massachusetts,25,64311,3716,2106.0,154.0
2020-05-01,Michigan,26,42348,3866,1000.0,78.0
2020-05-01,Minnesota,27,5730,371,594.0,28.0
2020-05-01,Mississippi,28,7212,281,397.0,20.0
2020-05-01,Missouri,29,7840,355,277.0,14.0
2020-05-01,Montana,30,452,16,0.0,0.0
2020-05-01,Nebraska,31,4838,72,506.0,2.0
2020-05-01,Nevada,32,5249,254,196.0,11.0
2020-05-01,New Hampshire,33,2310,81,164.0,9.0
2020-05-01,New Jersey,34,121190,7538,2538.0,310.0
2020-05-01,New Mexico,35,3513,131,102.0,8.0
2020-05-01,New York,36,313575,23841,3879.0,225.0
2020-05-01,North Carolina,37,10922,405,415.0,20.0
2020-05-01,North Dakota,38,1107,23,40.0,4.0
2020-05-01,Northern Mariana Islands,69,14,2,0.0,0.0
2020-05-01,Ohio,39,18743,1002,716.0,27.0
2020-05-01,Oklahoma,40,3748,230,130.0,8.0
2020-05-01,Oregon,41,2579,104,69.0,1.0
2020-05-01,Pennsylvania,42,49764,2671,1540.0,91.0
2020-05-01,Puerto Rico,72,1573,94,36.0,2.0
2020-05-01,Rhode Island,44,8962,279,341.0,13.0
2020-05-01,South Carolina,45,6258,256,163.0,12.0
2020-05-01,South Dakota,46,2525,21,75.0,4.0
2020-05-01,Tennessee,47,11781,205,1275.0,5.0
2020-05-01,Texas,48,30342,853,1270.0,25.0
2020-05-01,Utah,49,4829,46,157.0,0.0
2020-05-01,Vermont,50,879,49,13.0,1.0
2020-05-01,Virgin Islands,78,66,4,0.0,0.0
2020-05-01,Virginia,51,16901,581,1055.0,29.0
2020-05-01,Washington,53,15134,829,320.0,7.0
2020-05-01,West Virginia,54,1152,47,26.0,3.0
2020-05-01,Wisconsin,55,7439,327,466.0,11.0
2020-05-01,Wyoming,56,566,7,7.0,0.0
2020-05-02,Alabama,1,7611,288,317.0,-1.0
2020-05-02,Alaska,2,363,7,1.0,0.0
2020-05-02,Arizona,4,8364,353,402.0,23.0
2020-05-02,Arkansas,5,3372,72,62.0,8.0
2020-05-02,California,6,53753,2213,1435.0,66.0
2020-05-02,Colorado,8,16118,830,457.0,12.0
2020-05-02,Connecticut,9,29287,2436,523.0,97.0
2020-05-02,Delaware,10,5038,168,120.0,9.0
2020-05-02,District of Columbia,11,4797,240,139.0,9.0
2020-05-02,Florida,12,35455,1363,735.0,50.0
2020-05-02,Georgia,13,27268,1161,832.0,8.0
2020-05-02,Guam,66,1117,6,2.0,0.0
2020-05-02,Hawaii,15,611,16,1.0,0.0
2020-05-02,Idaho,16,2061,64,26.0,1.0
2020-05-02,Illinois,17,58505,2576,2450.0,112.0
2020-05-02,Indiana,18,19629,1229,688.0,54.0
2020-05-02,Iowa,19,8641,175,758.0,5.0
2020-05-02,Kansas,20,4863,140,353.0,4.0
2020-05-02,Kentucky,21,4881,252,2.0,4.0
2020-05-02,Louisiana,22,29183,1993,429.0,23.0
2020-05-02,Maine,23,1152,56,29.0,1.0
2020-05-02,Maryland,24,24568,1251,1002.0,59.0
2020-05-02,Massachusetts,25,66263,3846,1952.0,130.0
2020-05-02,Michigan,26,43191,4020,843.0,154.0
2020-05-02,Minnesota,27,6228,395,498.0,24.0
2020-05-02,Mississippi,28,7441,291,229.0,10.0
2020-05-02,Missouri,29,8154,373,314.0,18.0
2020-05-02,Montana,30,454,16,2.0,0.0
2020-05-02,Nebraska,31,5332,75,494.0,3.0
2020-05-02,Nevada,32,5390,257,141.0,3.0
2020-05-02,New Hampshire,33,2429,84,119.0,3.0
2020-05-02,New Jersey,34,123717,7742,2527.0,204.0
2020-05-02,New Mexico,35,3732,139,219.0,8.0
2020-05-02,New York,36,318134,24035,4559.0,194.0
2020-05-02,North Carolina,37,11514,428,592.0,23.0
2020-05-02,North Dakota,38,1153,24,46.0,1.0
2020-05-02,Northern Mariana Islands,69,14,2,0.0,0.0
2020-05-02,Ohio,39,19335,1021,592.0,19.0
2020-05-02,Oklahoma,40,3851,238,103.0,8.0
2020-05-02,Oregon,41,2635,109,56.0,5.0
2020-05-02,Pennsylvania,42,51071,2794,1307.0,123.0
2020-05-02,Puerto Rico,72,1755,95,182.0,1.0
2020-05-02,Rhode Island,44,9289,296,327.0,17.0
2020-05-02,South Carolina,45,6489,267,231.0,11.0
2020-05-02,South Dakota,46,2587,21,62.0,0.0
2020-05-02,Tennessee,47,12376,210,595.0,5.0
2020-05-02,Texas,48,31433,875,1091.0,22.0
2020-05-02,Utah,49,4981,49,152.0,3.0
2020-05-02,Vermont,50,886,50,7.0,1.0
2020-05-02,Virgin Islands,78,66,4,0.0,0.0
2020-05-02,Virginia,51,17731,616,830.0,35.0
2020-05-02,Washington,53,15383,833,249.0,4.0
2020-05-02,West Virginia,54,1185,50,33.0,3.0
2020-05-02,Wisconsin,55,7785,334,346.0,7.0
2020-05-02,Wyoming,56,579,7,13.0,0.0
2020-05-03,Alabama,1,7888,290,277.0,2.0
2020-05-03,Alaska,2,366,7,3.0,0.0
2020-05-03,Arizona,4,8640,362,276.0,9.0
2020-05-03,Arkansas,5,3431,76,59.0,4.0
2020-05-03,California,6,55072,2235,1319.0,22.0
2020-05-03,Colorado,8,16527,840,409.0,10.0
2020-05-03,Connecticut,9,29287,2436,0.0,0.0
2020-05-03,Delaware,10,5208,177,170.0,9.0
2020-05-03,District of Columbia,11,5016,251,219.0,11.0
2020-05-03,Florida,12,36070,1378,615.0,15.0
2020-05-03,Georgia,13,27618,1168,350.0,7.0
2020-05-03,Guam,66,1118,6,1.0,0.0
2020-05-03,Hawaii,15,611,17,0.0,1.0
2020-05-03,Idaho,16,2059,64,-2.0,0.0
2020-05-03,Illinois,17,61499,2632,2994.0,56.0
2020-05-03,Indiana,18,20267,1246,638.0,17.0
2020-05-03,Iowa,19,9169,184,528.0,9.0
2020-05-03,Kansas,20,5177,142,314.0,2.0
2020-05-03,Kentucky,21,5223,256,342.0,4.0
2020-05-03,Louisiana,22,29383,2012,200.0,19.0
2020-05-03,Maine,23,1185,57,33.0,1.0
2020-05-03,Maryland,24,25561,1281,993.0,30.0
2020-05-03,Massachusetts,25,68087,4004,1824.0,158.0
2020-05-03,Michigan,26,43803,4049,612.0,29.0
2020-05-03,Minnesota,27,6663,419,435.0,24.0
2020-05-03,Mississippi,28,7550,303,109.0,12.0
2020-05-03,Missouri,29,8454,378,300.0,5.0
2020-05-03,Montana,30,454,16,0.0,0.0
2020-05-03,Nebraska,31,5686,77,354.0,2.0
2020-05-03,Nevada,32,5473,262,83.0,5.0
2020-05-03,New Hampshire,33,2518,86,89.0,2.0
2020-05-03,New Jersey,34,126744,7871,3027.0,129.0
2020-05-03,New Mexico,35,3850,151,118.0,12.0
2020-05-03,New York,36,321833,24576,3699.0,541.0
2020-05-03,North Carolina,37,11668,436,154.0,8.0
2020-05-03,North Dakota,38,1191,25,38.0,1.0
2020-05-03,Northern Mariana Islands,69,14,2,0.0,0.0
2020-05-03,Ohio,39,19914,1038,579.0,17.0
2020-05-03,Oklahoma,40,3972,238,121.0,0.0
2020-05-03,Oregon,41,2680,109,45.0,0.0
2020-05-03,Pennsylvania,42,52079,2843,1008.0,49.0
2020-05-03,Puerto Rico,72,1806,97,51.0,2.0
2020-05-03,Rhode Island,44,9477,320,188.0,24.0
2020-05-03,South Carolina,45,6626,275,137.0,8.0
2020-05-03,South Dakota,46,2630,21,43.0,0.0
2020-05-03,Tennessee,47,12871,211,495.0,1.0
2020-05-03,Texas,48,32299,890,866.0,15.0
2020-05-03,Utah,49,5175,50,194.0,1.0
2020-05-03,Vermont,50,897,52,11.0,2.0
2020-05-03,Virgin Islands,78,66,4,0.0,0.0
2020-05-03,Virginia,51,18671,660,940.0,44.0
2020-05-03,Washington,53,15943,840,560.0,7.0
2020-05-03,West Virginia,54,1196,50,11.0,0.0
2020-05-03,Wisconsin,55,8089,339,304.0,5.0
2020-05-03,Wyoming,56,586,7,7.0,0.0
2020-05-04,Alabama,1,8112,298,224.0,8.0
2020-05-04,Alaska,2,368,7,2.0,0.0
2020-05-04,Arizona,4,8919,362,279.0,0.0
2020-05-04,Arkansas,5,3469,80,38.0,4.0
2020-05-04,California,6,56333,2297,1261.0,62.0
2020-05-04,Colorado,8,16799,849,272.0,9.0
2020-05-04,Connecticut,9,29973,2556,686.0,120.0
2020-05-04,Delaware,10,5288,182,80.0,5.0
2020-05-04,District of Columbia,11,5170,258,154.0,7.0
2020-05-04,Florida,12,36889,1398,819.0,20.0
2020-05-04,Georgia,13,28350,1228,732.0,60.0
2020-05-04,Guam,66,1118,6,0.0,0.0
2020-05-04,Hawaii,15,612,17,1.0,0.0
2020-05-04,Idaho,16,2106,64,47.0,0.0
2020-05-04,Illinois,17,63840,2673,2341.0,41.0
2020-05-04,Indiana,18,20855,1264,588.0,18.0
2020-05-04,Iowa,19,9703,188,534.0,4.0
2020-05-04,Kansas,20,5385,154,208.0,12.0
2020-05-04,Kentucky,21,5370,267,147.0,11.0
2020-05-04,Louisiana,22,29746,2064,363.0,52.0
2020-05-04,Maine,23,1205,57,20.0,0.0
2020-05-04,Maryland,24,26509,1317,948.0,36.0
2020-05-04,Massachusetts,25,69087,4090,1000.0,86.0
2020-05-04,Michigan,26,43996,4135,193.0,86.0
2020-05-04,Minnesota,27,7234,428,571.0,9.0
2020-05-04,Mississippi,28,7877,310,327.0,7.0
2020-05-04,Missouri,29,8776,387,322.0,9.0
2020-05-04,Montana,30,456,16,2.0,0.0
2020-05-04,Nebraska,31,6123,78,437.0,1.0
2020-05-04,Nevada,32,5627,266,154.0,4.0
2020-05-04,New Hampshire,33,2588,86,70.0,0.0
2020-05-04,New Jersey,34,128269,7910,1525.0,39.0
2020-05-04,New Mexico,35,4030,156,180.0,5.0
2020-05-04,New York,36,324357,24788,2524.0,212.0
2020-05-04,North Carolina,37,11871,454,203.0,18.0
2020-05-04,North Dakota,38,1225,25,34.0,0.0
2020-05-04,Northern Mariana Islands,69,14,2,0.0,0.0
2020-05-04,Ohio,39,20474,1056,560.0,18.0
2020-05-04,Oklahoma,40,4044,238,72.0,0.0
2020-05-04,Oregon,41,2759,109,79.0,0.0
2020-05-04,Pennsylvania,42,52992,2880,913.0,37.0
2020-05-04,Puerto Rico,72,1875,97,69.0,0.0
2020-05-04,Rhode Island,44,9652,341,175.0,21.0
2020-05-04,South Carolina,45,6757,283,131.0,8.0
2020-05-04,South Dakota,46,2667,21,37.0,0.0
2020-05-04,Tennessee,47,13283,216,412.0,5.0
2020-05-04,Texas,48,33134,914,835.0,24.0
2020-05-04,Utah,49,5326,50,151.0,0.0
2020-05-04,Vermont,50,902,52,5.0,0.0
2020-05-04,Virgin Islands,78,66,4,0.0,0.0
2020-05-04,Virginia,51,19492,684,821.0,24.0
2020-05-04,Washington,53,16047,846,104.0,6.0
2020-05-04,West Virginia,54,1225,50,29.0,0.0
2020-05-04,Wisconsin,55,8362,340,273.0,1.0
2020-05-04,Wyoming,56,596,7,10.0,0.0
2020-05-05,Alabama,1,8437,315,325.0,17.0
2020-05-05,Alaska,2,369,7,1.0,0.0
2020-05-05,Arizona,4,9305,395,386.0,33.0
2020-05-05,Arkansas,5,3525,83,56.0,3.0
2020-05-05,California,6,58848,2386,2515.0,89.0
2020-05-05,Colorado,8,17256,901,457.0,52.0
2020-05-05,Connecticut,9,30621,2633,648.0,77.0
2020-05-05,Delaware,10,5371,187,83.0,5.0
2020-05-05,District of Columbia,11,5322,264,152.0,6.0
2020-05-05,Florida,12,37431,1470,542.0,72.0
2020-05-05,Georgia,13,28876,1277,526.0,49.0
2020-05-05,Guam,66,1118,6,0.0,0.0
2020-05-05,Hawaii,15,615,17,3.0,0.0
2020-05-05,Idaho,16,2127,66,21.0,2.0
2020-05-05,Illinois,17,65889,2843,2049.0,170.0
2020-05-05,Indiana,18,21423,1326,568.0,62.0
2020-05-05,Iowa,19,10111,207,408.0,19.0
2020-05-05,Kansas,20,5627,160,242.0,6.0
2020-05-05,Kentucky,21,5822,278,452.0,11.0
2020-05-05,Louisiana,22,30069,2115,323.0,51.0
2020-05-05,Maine,23,1226,61,21.0,4.0
2020-05-05,Maryland,24,27217,1390,708.0,73.0
2020-05-05,Massachusetts,25,70271,4212,1184.0,122.0
2020-05-05,Michigan,26,44391,4179,395.0,44.0
2020-05-05,Minnesota,27,7851,455,617.0,27.0
2020-05-05,Mississippi,28,8207,342,330.0,32.0
2020-05-05,Missouri,29,8919,408,143.0,21.0
2020-05-05,Montana,30,456,16,0.0,0.0
2020-05-05,Nebraska,31,6442,81,319.0,3.0
2020-05-05,Nevada,32,5665,276,38.0,10.0
2020-05-05,New Hampshire,33,2636,92,48.0,6.0
2020-05-05,New Jersey,34,130593,8244,2324.0,334.0
2020-05-05,New Mexico,35,4137,162,107.0,6.0
2020-05-05,New York,36,326659,25028,2302.0,240.0
2020-05-05,North Carolina,37,12283,477,412.0,23.0
2020-05-05,North Dakota,38,1266,25,41.0,0.0
2020-05-05,Northern Mariana Islands,69,14,2,0.0,0.0
2020-05-05,Ohio,39,20969,1135,495.0,79.0
2020-05-05,Oklahoma,40,4127,247,83.0,9.0
2020-05-05,Oregon,41,2839,113,80.0,4.0
2020-05-05,Pennsylvania,42,53967,3206,975.0,326.0
2020-05-05,Puerto Rico,72,1924,99,49.0,2.0
2020-05-05,Rhode Island,44,9933,355,281.0,14.0
2020-05-05,South Carolina,45,6841,296,84.0,13.0
2020-05-05,South Dakota,46,2720,24,53.0,3.0
2020-05-05,Tennessee,47,13555,225,272.0,9.0
2020-05-05,Texas,48,34286,955,1152.0,41.0
2020-05-05,Utah,49,5449,56,123.0,6.0
2020-05-05,Vermont,50,907,52,5.0,0.0
2020-05-05,Virgin Islands,78,66,4,0.0,0.0
2020-05-05,Virginia,51,20256,713,764.0,29.0
2020-05-05,Washington,53,16234,863,187.0,17.0
2020-05-05,West Virginia,54,1243,50,18.0,0.0
2020-05-05,Wisconsin,55,8696,353,334.0,13.0
2020-05-05,Wyoming,56,604,7,8.0,0.0
2020-05-06,Alabama,1,8691,343,254.0,28.0
2020-05-06,Alaska,2,370,8,1.0,1.0
2020-05-06,Arizona,4,9707,426,402.0,31.0
2020-05-06,Arkansas,5,3611,87,86.0,4.0
2020-05-06,California,6,60787,2478,1939.0,92.0
2020-05-06,Colorado,8,17720,919,464.0,18.0
2020-05-06,Connecticut,9,30995,2718,374.0,85.0
2020-05-06,Delaware,10,5778,193,407.0,6.0
2020-05-06,District of Columbia,11,5461,277,139.0,13.0
2020-05-06,Florida,12,37994,1538,563.0,68.0
2020-05-06,Georgia,13,29724,1309,848.0,32.0
2020-05-06,Guam,66,1118,6,0.0,0.0
2020-05-06,Hawaii,15,616,17,1.0,0.0
2020-05-06,Idaho,16,2158,67,31.0,1.0
2020-05-06,Illinois,17,68164,2977,2275.0,134.0
2020-05-06,Indiana,18,22286,1377,863.0,51.0
2020-05-06,Iowa,19,10404,219,293.0,12.0
2020-05-06,Kansas,20,5893,163,266.0,3.0
2020-05-06,Kentucky,21,5946,286,124.0,8.0
2020-05-06,Louisiana,22,30472,2167,403.0,52.0
2020-05-06,Maine,23,1254,62,28.0,1.0
2020-05-06,Maryland,24,28263,1443,1046.0,53.0
2020-05-06,Massachusetts,25,72025,4420,1754.0,208.0
2020-05-06,Michigan,26,45079,4250,688.0,71.0
2020-05-06,Minnesota,27,8579,485,728.0,30.0
2020-05-06,Mississippi,28,8424,374,217.0,32.0
2020-05-06,Missouri,29,9164,429,245.0,21.0
2020-05-06,Montana,30,456,16,0.0,0.0
2020-05-06,Nebraska,31,6771,85,329.0,4.0
2020-05-06,Nevada,32,5744,286,79.0,10.0
2020-05-06,New Hampshire,33,2741,111,105.0,19.0
2020-05-06,New Jersey,34,131890,8549,1297.0,305.0
2020-05-06,New Mexico,35,4290,169,153.0,7.0
2020-05-06,New York,36,329405,25956,2746.0,928.0
2020-05-06,North Carolina,37,12783,497,500.0,20.0
2020-05-06,North Dakota,38,1323,31,57.0,6.0
2020-05-06,Northern Mariana Islands,69,15,2,1.0,0.0
2020-05-06,Ohio,39,21576,1225,607.0,90.0
2020-05-06,Oklahoma,40,4201,253,74.0,6.0
2020-05-06,Oregon,41,2916,115,77.0,2.0
2020-05-06,Pennsylvania,42,54989,3360,1022.0,154.0
2020-05-06,Puerto Rico,72,1968,99,44.0,0.0
2020-05-06,Rhode Island,44,10205,370,272.0,15.0
2020-05-06,South Carolina,45,6936,305,95.0,9.0
2020-05-06,South Dakota,46,2779,29,59.0,5.0
2020-05-06,Tennessee,47,13737,237,182.0,12.0
2020-05-06,Texas,48,35441,985,1155.0,30.0
2020-05-06,Utah,49,5605,59,156.0,3.0
2020-05-06,Vermont,50,908,52,1.0,0.0
2020-05-06,Virgin Islands,78,66,4,0.0,0.0
2020-05-06,Virginia,51,20254,713,-2.0,0.0
2020-05-06,Washington,53,16873,881,639.0,18.0
2020-05-06,West Virginia,54,1277,51,34.0,1.0
2020-05-06,Wisconsin,55,9052,362,356.0,9.0
2020-05-06,Wyoming,56,631,7,27.0,0.0
2020-05-07,Alabama,1,9046,369,355.0,26.0
2020-05-07,Alaska,2,373,8,3.0,0.0
2020-05-07,Arizona,4,9945,450,238.0,24.0
2020-05-07,Arkansas,5,3694,88,83.0,1.0
2020-05-07,California,6,62481,2561,1694.0,83.0
2020-05-07,Colorado,8,18264,942,544.0,23.0
2020-05-07,Connecticut,9,31784,2797,789.0,79.0
2020-05-07,Delaware,10,5939,202,161.0,9.0
2020-05-07,District of Columbia,11,5654,285,193.0,8.0
2020-05-07,Florida,12,38820,1599,826.0,61.0
2020-05-07,Georgia,13,30524,1332,800.0,23.0
2020-05-07,Guam,66,1118,6,0.0,0.0
2020-05-07,Hawaii,15,619,17,3.0,0.0
2020-05-07,Idaho,16,2178,67,20.0,0.0
2020-05-07,Illinois,17,70802,3139,2638.0,162.0
2020-05-07,Indiana,18,22942,1414,656.0,37.0
2020-05-07,Iowa,19,11059,231,655.0,12.0
2020-05-07,Kansas,20,6240,164,347.0,1.0
2020-05-07,Kentucky,21,6173,302,227.0,16.0
2020-05-07,Louisiana,22,30725,2208,253.0,41.0
2020-05-07,Maine,23,1330,62,76.0,0.0
2020-05-07,Maryland,24,29476,1503,1213.0,60.0
2020-05-07,Massachusetts,25,73721,4552,1696.0,132.0
2020-05-07,Michigan,26,45643,4343,564.0,93.0
2020-05-07,Minnesota,27,9364,508,785.0,23.0
2020-05-07,Mississippi,28,8686,396,262.0,22.0
2020-05-07,Missouri,29,9409,449,245.0,20.0
2020-05-07,Montana,30,456,16,0.0,0.0
2020-05-07,Nebraska,31,7190,91,419.0,6.0
2020-05-07,Nevada,32,5858,293,114.0,7.0
2020-05-07,New Hampshire,33,2843,114,102.0,3.0
2020-05-07,New Jersey,34,133635,8801,1745.0,252.0
2020-05-07,New Mexico,35,4492,172,202.0,3.0
2020-05-07,New York,36,332931,26206,3526.0,250.0
2020-05-07,North Carolina,37,13431,521,648.0,24.0
2020-05-07,North Dakota,38,1371,31,48.0,0.0
2020-05-07,Northern Mariana Islands,69,15,2,0.0,0.0
2020-05-07,Ohio,39,22131,1271,555.0,46.0
2020-05-07,Oklahoma,40,4330,260,129.0,7.0
2020-05-07,Oregon,41,2989,121,73.0,6.0
2020-05-07,Pennsylvania,42,56149,3599,1160.0,239.0
2020-05-07,Puerto Rico,72,2031,102,63.0,3.0
2020-05-07,Rhode Island,44,10530,388,325.0,18.0
2020-05-07,South Carolina,45,7142,316,206.0,11.0
2020-05-07,South Dakota,46,2905,31,126.0,2.0
2020-05-07,Tennessee,47,14108,238,371.0,1.0
2020-05-07,Texas,48,36682,1016,1241.0,31.0
2020-05-07,Utah,49,5724,61,119.0,2.0
2020-05-07,Vermont,50,916,53,8.0,1.0
2020-05-07,Virgin Islands,78,68,4,2.0,0.0
2020-05-07,Virginia,51,21568,769,1314.0,56.0
2020-05-07,Washington,53,17187,903,314.0,22.0
2020-05-07,West Virginia,54,1298,51,21.0,0.0
2020-05-07,Wisconsin,55,9369,374,317.0,12.0
2020-05-07,Wyoming,56,635,7,4.0,0.0
2020-05-08,Alabama,1,9385,383,339.0,14.0
2020-05-08,Alaska,2,376,8,3.0,0.0
2020-05-08,Arizona,4,10526,517,581.0,67.0
2020-05-08,Arkansas,5,3747,88,53.0,0.0
2020-05-08,California,6,64616,2650,2135.0,89.0
2020-05-08,Colorado,8,18719,958,455.0,16.0
2020-05-08,Connecticut,9,32411,2874,627.0,77.0
2020-05-08,Delaware,10,6083,213,144.0,11.0
2020-05-08,District of Columbia,11,5899,304,245.0,19.0
2020-05-08,Florida,12,39191,1668,371.0,69.0
2020-05-08,Georgia,13,31089,1378,565.0,46.0
2020-05-08,Guam,66,1120,6,2.0,0.0
2020-05-08,Hawaii,15,619,17,0.0,0.0
2020-05-08,Idaho,16,2205,67,27.0,0.0
2020-05-08,Illinois,17,73688,3262,2886.0,123.0
2020-05-08,Indiana,18,23620,1447,678.0,33.0
2020-05-08,Iowa,19,11457,243,398.0,12.0
2020-05-08,Kansas,20,6751,167,511.0,3.0
2020-05-08,Kentucky,21,6298,304,125.0,2.0
2020-05-08,Louisiana,22,30928,2227,203.0,19.0
2020-05-08,Maine,23,1374,63,44.0,1.0
2020-05-08,Maryland,24,30592,1560,1116.0,57.0
2020-05-08,Massachusetts,25,75333,4702,1612.0,150.0
2020-05-08,Michigan,26,46319,4393,676.0,50.0
2020-05-08,Minnesota,27,10087,534,723.0,26.0
2020-05-08,Mississippi,28,9090,409,404.0,13.0
2020-05-08,Missouri,29,9573,481,164.0,32.0
2020-05-08,Montana,30,458,16,2.0,0.0
2020-05-08,Nebraska,31,7830,92,640.0,1.0
2020-05-08,Nevada,32,5942,301,84.0,8.0
2020-05-08,New Hampshire,33,2947,121,104.0,7.0
2020-05-08,New Jersey,34,135454,8952,1819.0,151.0
2020-05-08,New Mexico,35,4673,181,181.0,9.0
2020-05-08,New York,36,335804,26358,2873.0,152.0
2020-05-08,North Carolina,37,13879,537,448.0,16.0
2020-05-08,North Dakota,38,1425,33,54.0,2.0
2020-05-08,Northern Mariana Islands,69,15,2,0.0,0.0
2020-05-08,Ohio,39,23018,1306,887.0,35.0
2020-05-08,Oklahoma,40,4424,266,94.0,6.0
2020-05-08,Oregon,41,3068,124,79.0,3.0
2020-05-08,Pennsylvania,42,57501,3724,1352.0,125.0
2020-05-08,Puerto Rico,72,2156,107,125.0,5.0
2020-05-08,Rhode Island,44,10779,399,249.0,11.0
2020-05-08,South Carolina,45,7367,320,225.0,4.0
2020-05-08,South Dakota,46,3144,31,239.0,0.0
2020-05-08,Tennessee,47,14276,240,168.0,2.0
2020-05-08,Texas,48,37943,1059,1261.0,43.0
2020-05-08,Utah,49,5919,61,195.0,0.0
2020-05-08,Vermont,50,919,53,3.0,0.0
2020-05-08,Virgin Islands,78,69,4,1.0,0.0
2020-05-08,Virginia,51,22340,812,772.0,43.0
2020-05-08,Washington,53,17477,915,290.0,12.0
2020-05-08,West Virginia,54,1324,52,26.0,1.0
2020-05-08,Wisconsin,55,9750,384,381.0,10.0
2020-05-08,Wyoming,56,644,7,9.0,0.0
2020-05-09,Alabama,1,9668,390,283.0,7.0
2020-05-09,Alaska,2,377,8,1.0,0.0
2020-05-09,Arizona,4,10960,532,434.0,15.0
2020-05-09,Arkansas,5,3747,88,0.0,0.0
2020-05-09,California,6,66824,2732,2208.0,82.0
2020-05-09,Colorado,8,19267,965,548.0,7.0
2020-05-09,Connecticut,9,32984,2932,573.0,58.0
2020-05-09,Delaware,10,6277,221,194.0,8.0
2020-05-09,District of Columbia,11,6102,311,203.0,7.0
2020-05-09,Florida,12,39993,1714,802.0,46.0
2020-05-09,Georgia,13,31481,1380,392.0,2.0
2020-05-09,Guam,66,1120,6,0.0,0.0
2020-05-09,Hawaii,15,620,17,1.0,0.0
2020-05-09,Idaho,16,2230,67,25.0,0.0
2020-05-09,Illinois,17,76008,3362,2320.0,100.0
2020-05-09,Indiana,18,24239,1490,619.0,43.0
2020-05-09,Iowa,19,11671,252,214.0,9.0
2020-05-09,Kansas,20,6923,172,172.0,5.0
2020-05-09,Kentucky,21,6469,312,171.0,8.0
2020-05-09,Louisiana,22,31490,2267,562.0,40.0
2020-05-09,Maine,23,1408,64,34.0,1.0
2020-05-09,Maryland,24,31638,1614,1046.0,54.0
2020-05-09,Massachusetts,25,76743,4840,1410.0,138.0
2020-05-09,Michigan,26,46735,4526,416.0,133.0
2020-05-09,Minnesota,27,10789,558,702.0,24.0
2020-05-09,Mississippi,28,9378,421,288.0,12.0
2020-05-09,Missouri,29,9737,492,164.0,11.0
2020-05-09,Montana,30,458,16,0.0,0.0
2020-05-09,Nebraska,31,8233,95,403.0,3.0
2020-05-09,Nevada,32,6046,306,104.0,5.0
2020-05-09,New Hampshire,33,3011,131,64.0,10.0
2020-05-09,New Jersey,34,137085,9116,1631.0,164.0
2020-05-09,New Mexico,35,4778,191,105.0,10.0
2020-05-09,New York,36,338519,26584,2715.0,226.0
2020-05-09,North Carolina,37,14387,554,508.0,17.0
2020-05-09,North Dakota,38,1464,35,39.0,2.0
2020-05-09,Northern Mariana Islands,69,16,2,1.0,0.0
2020-05-09,Ohio,39,23697,1331,679.0,25.0
2020-05-09,Oklahoma,40,4490,270,66.0,4.0
2020-05-09,Oregon,41,3160,127,92.0,3.0
2020-05-09,Pennsylvania,42,58661,3793,1160.0,69.0
2020-05-09,Puerto Rico,72,2173,108,17.0,1.0
2020-05-09,Rhode Island,44,10989,418,210.0,19.0
2020-05-09,South Carolina,45,7531,330,164.0,10.0
2020-05-09,South Dakota,46,3393,34,249.0,3.0
2020-05-09,Tennessee,47,14675,241,399.0,1.0
2020-05-09,Texas,48,38849,1086,906.0,27.0
2020-05-09,Utah,49,6103,66,184.0,5.0
2020-05-09,Vermont,50,921,53,2.0,0.0
2020-05-09,Virgin Islands,78,69,4,0.0,0.0
2020-05-09,Virginia,51,23194,827,854.0,15.0
2020-05-09,Washington,53,17629,925,152.0,10.0
2020-05-09,West Virginia,54,1348,53,24.0,1.0
2020-05-09,Wisconsin,55,10099,398,349.0,14.0
2020-05-09,Wyoming,56,653,7,9.0,0.0
2020-05-10,Alabama,1,9889,393,221.0,3.0
2020-05-10,Alaska,2,378,8,1.0,0.0
2020-05-10,Arizona,4,11119,536,159.0,4.0
2020-05-10,Arkansas,5,4012,91,265.0,3.0
2020-05-10,California,6,68051,2769,1227.0,37.0
2020-05-10,Colorado,8,19595,969,328.0,4.0
2020-05-10,Connecticut,9,33554,2967,570.0,35.0
2020-05-10,Delaware,10,6447,224,170.0,3.0
2020-05-10,District of Columbia,11,6272,323,170.0,12.0
2020-05-10,Florida,12,40588,1720,595.0,6.0
2020-05-10,Georgia,13,32267,1383,786.0,3.0
2020-05-10,Guam,66,1120,6,0.0,0.0
2020-05-10,Hawaii,15,621,17,1.0,0.0
2020-05-10,Idaho,16,2232,67,2.0,0.0
2020-05-10,Illinois,17,77662,3426,1654.0,64.0
2020-05-10,Indiana,18,24633,1508,394.0,18.0
2020-05-10,Iowa,19,11959,265,288.0,13.0
2020-05-10,Kansas,20,7045,172,122.0,0.0
2020-05-10,Kentucky,21,6486,312,17.0,0.0
2020-05-10,Louisiana,22,31673,2286,183.0,19.0
2020-05-10,Maine,23,1436,64,28.0,0.0
2020-05-10,Maryland,24,32693,1644,1055.0,30.0
